Period,CODE,SCR_MN,SCR_ENG,CODE1,SCR_MN1,SCR_ENG1,DTVAL_CO,CODE2
2018,0,_____ ___,Total,1,____,Total,105730,1
2018,0,_____ ___,Total,11,_______,Male,59691,1
2018,0,_____ ___,Total,12,_______,Female,46039,1
2018,1,______ ___,Western region,1,____,Total,17848,1
2018,1,____,Total,1,______ ___,Western region,17848,1
2018,1,______ ___,Western region,11,_______,Male,9869,1
2018,1,______ ___,Western region,12,_______,Female,7979,1
2018,181,______,Zavkhan,1,____,Total,3696,181
2018,181,______,Zavkhan,11,_______,Male,2048,181
2018,181,______,Zavkhan,12,_______,Female,1648,181
2018,182,____-_____,Govi-Altai,1,____,Total,2789,182
2018,182,____-_____,Govi-Altai,11,_______,Male,1604,182
2018,182,____-_____,Govi-Altai,12,_______,Female,1185,182
2018,183,____-_____,Bayan-Ulgii,1,____,Total,4168,183
2018,183,____-_____,Bayan-Ulgii,11,_______,Male,2080,183
2018,183,____-_____,Bayan-Ulgii,12,_______,Female,2088,183
2018,184,____,Khovd,1,____,Total,2639,184
2018,184,____,Khovd,11,_______,Male,1544,184
2018,184,____,Khovd,12,_______,Female,1095,184
2018,185,___,Uvs,1,____,Total,4556,185
2018,185,___,Uvs,11,_______,Male,2593,185
2018,185,___,Uvs,12,_______,Female,1963,185
2018,2,_______ ___,Khangai region,1,____,Total,22935,1
2018,2,_______ ___,Khangai region,11,_______,Male,12933,1
2018,2,_______ ___,Khangai region,12,_______,Female,10002,1
2018,261,_____,Orkhon,1,____,Total,4315,161
2018,261,_____,Orkhon,11,_______,Male,2352,161
2018,261,_____,Orkhon,12,_______,Female,1963,161
2018,262,__________,Uvurkhangai,1,____,Total,4103,162
2018,262,__________,Uvurkhangai,11,_______,Male,2353,162
2018,262,__________,Uvurkhangai,12,_______,Female,1750,162
2018,263,______,Bulgan,1,____,Total,2056,163
2018,263,______,Bulgan,11,_______,Male,1199,163
2018,263,______,Bulgan,12,_______,Female,857,163
2018,264,__________,Bayankhongor,1,____,Total,3322,164
2018,264,__________,Bayankhongor,11,_______,Male,1835,164
2018,264,__________,Bayankhongor,12,_______,Female,1487,164
2018,265,________,Arkhangai,1,____,Total,3523,165
2018,265,________,Arkhangai,11,_______,Male,2072,165
2018,265,________,Arkhangai,12,_______,Female,1451,165
2018,267,_______,Khuvsgul,1,____,Total,5616,167
2018,267,_______,Khuvsgul,11,_______,Male,3122,167
2018,267,_______,Khuvsgul,12,_______,Female,2494,167
2018,3,______ ___,Central region,1,____,Total,19227,1
2018,3,______ ___,Central region,11,_______,Male,11147,1
2018,3,______ ___,Central region,12,_______,Female,8080,1
2018,341,___,Tuv,1,____,Total,3211,141
2018,341,___,Tuv,11,_______,Male,1936,141
2018,341,___,Tuv,12,_______,Female,1275,141
2018,342,__________,Govisumber,1,____,Total,729,142
2018,342,__________,Govisumber,11,_______,Male,421,142
2018,342,__________,Govisumber,12,_______,Female,308,142
2018,343,_______,Selenge,1,____,Total,4616,143
2018,343,_______,Selenge,11,_______,Male,2655,143
2018,343,_______,Selenge,12,_______,Female,1961,143
2018,344,_________,Dornogovi,1,____,Total,2598,144
2018,344,_________,Dornogovi,11,_______,Male,1595,144
2018,344,_________,Dornogovi,12,_______,Female,1003,144
2018,345,______-___,Darkhan-Uul,1,____,Total,4262,145
2018,345,______-___,Darkhan-Uul,11,_______,Male,2398,145
2018,345,______-___,Darkhan-Uul,12,_______,Female,1864,145
2018,346,________,Umnugovi,1,____,Total,1985,146
2018,346,________,Umnugovi,11,_______,Male,1086,146
2018,346,________,Umnugovi,12,_______,Female,899,146
2018,348,________,Dundgovi,1,____,Total,1826,148
2018,348,________,Dundgovi,11,_______,Male,1056,148
2018,348,________,Dundgovi,12,_______,Female,770,148
2018,4,____ ___,Eastern region,1,____,Total,10131,1
2018,4,____ ___,Eastern region,11,_______,Male,6014,1
2018,4,____ ___,Eastern region,12,_______,Female,4117,1
2018,421,______,Dornod,1,____,Total,4328,121
2018,421,______,Dornod,11,_______,Male,2505,121
2018,421,______,Dornod,12,_______,Female,1823,121
2018,422,_________,Sukhbaatar,1,____,Total,2603,122
2018,422,_________,Sukhbaatar,11,_______,Male,1492,122
2018,422,_________,Sukhbaatar,12,_______,Female,1111,122
2018,423,______,Khentii,1,____,Total,3200,123
2018,423,______,Khentii,11,_______,Male,2017,123
2018,423,______,Khentii,12,_______,Female,1183,123
2018,5,___________,Ulaanbaatar,1,____,Total,35589,1
2018,5,___________,Ulaanbaatar,11,_______,Male,19728,1
2018,5,___________,Ulaanbaatar,12,_______,Female,15861,1
2018,511,___________,Ulaanbaatar,1,____,Total,35589,111
2018,511,___________,Ulaanbaatar,11,_______,Male,19728,111
2018,511,___________,Ulaanbaatar,12,_______,Female,15861,111
2017,0,_____ ___,Total,1,____,Total,103630,1
2017,0,_____ ___,Total,11,_______,Male,57310,1
2017,0,_____ ___,Total,12,_______,Female,46320,1
2017,1,______ ___,Western region,1,____,Total,17294,1
2017,1,____,Total,1,______ ___,Western region,17294,1
2017,1,______ ___,Western region,11,_______,Male,9179,1
2017,1,______ ___,Western region,12,_______,Female,8115,1
2017,181,______,Zavkhan,1,____,Total,3645,181
2017,181,______,Zavkhan,11,_______,Male,2056,181
2017,181,______,Zavkhan,12,_______,Female,1589,181
2017,182,____-_____,Govi-Altai,1,____,Total,2189,182
2017,182,____-_____,Govi-Altai,11,_______,Male,1225,182
2017,182,____-_____,Govi-Altai,12,_______,Female,964,182
2017,183,____-_____,Bayan-Ulgii,1,____,Total,4608,183
2017,183,____-_____,Bayan-Ulgii,11,_______,Male,2176,183
2017,183,____-_____,Bayan-Ulgii,12,_______,Female,2432,183
2017,184,____,Khovd,1,____,Total,2727,184
2017,184,____,Khovd,11,_______,Male,1453,184
2017,184,____,Khovd,12,_______,Female,1274,184
2017,185,___,Uvs,1,____,Total,4125,185
2017,185,___,Uvs,11,_______,Male,2269,185
2017,185,___,Uvs,12,_______,Female,1856,185
2017,2,_______ ___,Khangai region,1,____,Total,23115,1
2017,2,_______ ___,Khangai region,11,_______,Male,13204,1
2017,2,_______ ___,Khangai region,12,_______,Female,9911,1
2017,261,_____,Orkhon,1,____,Total,4115,161
2017,261,_____,Orkhon,11,_______,Male,2403,161
2017,261,_____,Orkhon,12,_______,Female,1712,161
2017,262,__________,Uvurkhangai,1,____,Total,3870,162
2017,262,__________,Uvurkhangai,11,_______,Male,2219,162
2017,262,__________,Uvurkhangai,12,_______,Female,1651,162
2017,263,______,Bulgan,1,____,Total,2196,163
2017,263,______,Bulgan,11,_______,Male,1267,163
2017,263,______,Bulgan,12,_______,Female,929,163
2017,264,__________,Bayankhongor,1,____,Total,3927,164
2017,264,__________,Bayankhongor,11,_______,Male,2336,164
2017,264,__________,Bayankhongor,12,_______,Female,1591,164
2017,265,________,Arkhangai,1,____,Total,3523,165
2017,265,________,Arkhangai,11,_______,Male,2010,165
2017,265,________,Arkhangai,12,_______,Female,1513,165
2017,267,_______,Khuvsgul,1,____,Total,5484,167
2017,267,_______,Khuvsgul,11,_______,Male,2969,167
2017,267,_______,Khuvsgul,12,_______,Female,2515,167
2017,3,______ ___,Central region,1,____,Total,19215,1
2017,3,______ ___,Central region,11,_______,Male,10967,1
2017,3,______ ___,Central region,12,_______,Female,8248,1
2017,341,___,Tuv,1,____,Total,3222,141
2017,341,___,Tuv,11,_______,Male,1895,141
2017,341,___,Tuv,12,_______,Female,1327,141
2017,342,__________,Govisumber,1,____,Total,688,142
2017,342,__________,Govisumber,11,_______,Male,392,142
2017,342,__________,Govisumber,12,_______,Female,296,142
2017,343,_______,Selenge,1,____,Total,4758,143
2017,343,_______,Selenge,11,_______,Male,2587,143
2017,343,_______,Selenge,12,_______,Female,2171,143
2017,344,_________,Dornogovi,1,____,Total,2552,144
2017,344,_________,Dornogovi,11,_______,Male,1549,144
2017,344,_________,Dornogovi,12,_______,Female,1003,144
2017,345,______-___,Darkhan-Uul,1,____,Total,4180,145
2017,345,______-___,Darkhan-Uul,11,_______,Male,2410,145
2017,345,______-___,Darkhan-Uul,12,_______,Female,1770,145
2017,346,________,Umnugovi,1,____,Total,1985,146
2017,346,________,Umnugovi,11,_______,Male,1090,146
2017,346,________,Umnugovi,12,_______,Female,895,146
2017,348,________,Dundgovi,1,____,Total,1830,148
2017,348,________,Dundgovi,11,_______,Male,1044,148
2017,348,________,Dundgovi,12,_______,Female,786,148
2017,4,____ ___,Eastern region,1,____,Total,9760,1
2017,4,____ ___,Eastern region,11,_______,Male,5607,1
2017,4,____ ___,Eastern region,12,_______,Female,4153,1
2017,421,______,Dornod,1,____,Total,4394,121
2017,421,______,Dornod,11,_______,Male,2546,121
2017,421,______,Dornod,12,_______,Female,1848,121
2017,422,_________,Sukhbaatar,1,____,Total,2522,122
2017,422,_________,Sukhbaatar,11,_______,Male,1467,122
2017,422,_________,Sukhbaatar,12,_______,Female,1055,122
2017,423,______,Khentii,1,____,Total,2844,123
2017,423,______,Khentii,11,_______,Male,1594,123
2017,423,______,Khentii,12,_______,Female,1250,123
2017,5,___________,Ulaanbaatar,1,____,Total,34246,1
2017,5,___________,Ulaanbaatar,11,_______,Male,18353,1
2017,5,___________,Ulaanbaatar,12,_______,Female,15893,1
2017,511,___________,Ulaanbaatar,1,____,Total,34246,111
2017,511,___________,Ulaanbaatar,11,_______,Male,18353,111
2017,511,___________,Ulaanbaatar,12,_______,Female,15893,111
2016,0,_____ ___,Total,1,____,Total,100993,1
2016,0,_____ ___,Total,11,_______,Male,55758,1
2016,0,_____ ___,Total,12,_______,Female,45235,1
2016,1,______ ___,Western region,1,____,Total,17272,1
2016,1,____,Total,1,______ ___,Western region,17272,1
2016,1,______ ___,Western region,11,_______,Male,9242,1
2016,1,______ ___,Western region,12,_______,Female,8030,1
2016,181,______,Zavkhan,1,____,Total,3618,181
2016,181,______,Zavkhan,11,_______,Male,1933,181
2016,181,______,Zavkhan,12,_______,Female,1685,181
2016,182,____-_____,Govi-Altai,1,____,Total,2158,182
2016,182,____-_____,Govi-Altai,11,_______,Male,1261,182
2016,182,____-_____,Govi-Altai,12,_______,Female,897,182
2016,183,____-_____,Bayan-Ulgii,1,____,Total,4564,183
2016,183,____-_____,Bayan-Ulgii,11,_______,Male,2184,183
2016,183,____-_____,Bayan-Ulgii,12,_______,Female,2380,183
2016,184,____,Khovd,1,____,Total,2832,184
2016,184,____,Khovd,11,_______,Male,1594,184
2016,184,____,Khovd,12,_______,Female,1238,184
2016,185,___,Uvs,1,____,Total,4100,185
2016,185,___,Uvs,11,_______,Male,2270,185
2016,185,___,Uvs,12,_______,Female,1830,185
2016,2,_______ ___,Khangai region,1,____,Total,21940,1
2016,2,_______ ___,Khangai region,11,_______,Male,12469,1
2016,2,_______ ___,Khangai region,12,_______,Female,9471,1
2016,261,_____,Orkhon,1,____,Total,4058,161
2016,261,_____,Orkhon,11,_______,Male,2345,161
2016,261,_____,Orkhon,12,_______,Female,1713,161
2016,262,__________,Uvurkhangai,1,____,Total,3598,162
2016,262,__________,Uvurkhangai,11,_______,Male,2047,162
2016,262,__________,Uvurkhangai,12,_______,Female,1551,162
2016,263,______,Bulgan,1,____,Total,1796,163
2016,263,______,Bulgan,11,_______,Male,1049,163
2016,263,______,Bulgan,12,_______,Female,747,163
2016,264,__________,Bayankhongor,1,____,Total,3416,164
2016,264,__________,Bayankhongor,11,_______,Male,1914,164
2016,264,__________,Bayankhongor,12,_______,Female,1502,164
2016,265,________,Arkhangai,1,____,Total,3513,165
2016,265,________,Arkhangai,11,_______,Male,1940,165
2016,265,________,Arkhangai,12,_______,Female,1573,165
2016,267,_______,Khuvsgul,1,____,Total,5559,167
2016,267,_______,Khuvsgul,11,_______,Male,3174,167
2016,267,_______,Khuvsgul,12,_______,Female,2385,167
2016,3,______ ___,Central region,1,____,Total,18788,1
2016,3,______ ___,Central region,11,_______,Male,10850,1
2016,3,______ ___,Central region,12,_______,Female,7938,1
2016,341,___,Tuv,1,____,Total,3250,141
2016,341,___,Tuv,11,_______,Male,1921,141
2016,341,___,Tuv,12,_______,Female,1329,141
2016,342,__________,Govisumber,1,____,Total,683,142
2016,342,__________,Govisumber,11,_______,Male,384,142
2016,342,__________,Govisumber,12,_______,Female,299,142
2016,343,_______,Selenge,1,____,Total,4630,143
2016,343,_______,Selenge,11,_______,Male,2634,143
2016,343,_______,Selenge,12,_______,Female,1996,143
2016,344,_________,Dornogovi,1,____,Total,2470,144
2016,344,_________,Dornogovi,11,_______,Male,1510,144
2016,344,_________,Dornogovi,12,_______,Female,960,144
2016,345,______-___,Darkhan-Uul,1,____,Total,4155,145
2016,345,______-___,Darkhan-Uul,11,_______,Male,2378,145
2016,345,______-___,Darkhan-Uul,12,_______,Female,1777,145
2016,346,________,Umnugovi,1,____,Total,1853,146
2016,346,________,Umnugovi,11,_______,Male,1019,146
2016,346,________,Umnugovi,12,_______,Female,834,146
2016,348,________,Dundgovi,1,____,Total,1747,148
2016,348,________,Dundgovi,11,_______,Male,1004,148
2016,348,________,Dundgovi,12,_______,Female,743,148
2016,4,____ ___,Eastern region,1,____,Total,9280,1
2016,4,____ ___,Eastern region,11,_______,Male,5379,1
2016,4,____ ___,Eastern region,12,_______,Female,3901,1
2016,421,______,Dornod,1,____,Total,4137,121
2016,421,______,Dornod,11,_______,Male,2372,121
2016,421,______,Dornod,12,_______,Female,1765,121
2016,422,_________,Sukhbaatar,1,____,Total,2649,122
2016,422,_________,Sukhbaatar,11,_______,Male,1559,122
2016,422,_________,Sukhbaatar,12,_______,Female,1090,122
2016,423,______,Khentii,1,____,Total,2494,123
2016,423,______,Khentii,11,_______,Male,1448,123
2016,423,______,Khentii,12,_______,Female,1046,123
2016,5,___________,Ulaanbaatar,1,____,Total,33713,1
2016,5,___________,Ulaanbaatar,11,_______,Male,17818,1
2016,5,___________,Ulaanbaatar,12,_______,Female,15895,1
2016,511,___________,Ulaanbaatar,1,____,Total,33713,111
2016,511,___________,Ulaanbaatar,11,_______,Male,17818,111
2016,511,___________,Ulaanbaatar,12,_______,Female,15895,111
2015,0,_____ ___,Total,1,____,Total,101730,1
2015,0,_____ ___,Total,11,_______,Male,56434,1
2015,0,_____ ___,Total,12,_______,Female,45296,1
2015,1,______ ___,Western region,1,____,Total,17544,1
2015,1,____,Total,1,______ ___,Western region,17544,1
2015,1,______ ___,Western region,11,_______,Male,9517,1
2015,1,______ ___,Western region,12,_______,Female,8027,1
2015,181,______,Zavkhan,1,____,Total,3723,181
2015,181,______,Zavkhan,11,_______,Male,2009,181
2015,181,______,Zavkhan,12,_______,Female,1714,181
2015,182,____-_____,Govi-Altai,1,____,Total,2220,182
2015,182,____-_____,Govi-Altai,11,_______,Male,1223,182
2015,182,____-_____,Govi-Altai,12,_______,Female,997,182
2015,183,____-_____,Bayan-Ulgii,1,____,Total,4516,183
2015,183,____-_____,Bayan-Ulgii,11,_______,Male,2291,183
2015,183,____-_____,Bayan-Ulgii,12,_______,Female,2225,183
2015,184,____,Khovd,1,____,Total,2958,184
2015,184,____,Khovd,11,_______,Male,1690,184
2015,184,____,Khovd,12,_______,Female,1268,184
2015,185,___,Uvs,1,____,Total,4127,185
2015,185,___,Uvs,11,_______,Male,2304,185
2015,185,___,Uvs,12,_______,Female,1823,185
2015,2,_______ ___,Khangai region,1,____,Total,22524,1
2015,2,_______ ___,Khangai region,11,_______,Male,12536,1
2015,2,_______ ___,Khangai region,12,_______,Female,9988,1
2015,261,_____,Orkhon,1,____,Total,3845,161
2015,261,_____,Orkhon,11,_______,Male,2297,161
2015,261,_____,Orkhon,12,_______,Female,1548,161
2015,262,__________,Uvurkhangai,1,____,Total,3879,162
2015,262,__________,Uvurkhangai,11,_______,Male,2085,162
2015,262,__________,Uvurkhangai,12,_______,Female,1794,162
2015,263,______,Bulgan,1,____,Total,2401,163
2015,263,______,Bulgan,11,_______,Male,1394,163
2015,263,______,Bulgan,12,_______,Female,1007,163
2015,264,__________,Bayankhongor,1,____,Total,3267,164
2015,264,__________,Bayankhongor,11,_______,Male,1843,164
2015,264,__________,Bayankhongor,12,_______,Female,1424,164
2015,265,________,Arkhangai,1,____,Total,3433,165
2015,265,________,Arkhangai,11,_______,Male,1851,165
2015,265,________,Arkhangai,12,_______,Female,1582,165
2015,267,_______,Khuvsgul,1,____,Total,5699,167
2015,267,_______,Khuvsgul,11,_______,Male,3066,167
2015,267,_______,Khuvsgul,12,_______,Female,2633,167
2015,3,______ ___,Central region,1,____,Total,18051,1
2015,3,______ ___,Central region,11,_______,Male,10344,1
2015,3,______ ___,Central region,12,_______,Female,7707,1
2015,341,___,Tuv,1,____,Total,3124,141
2015,341,___,Tuv,11,_______,Male,1836,141
2015,341,___,Tuv,12,_______,Female,1288,141
2015,342,__________,Govisumber,1,____,Total,669,142
2015,342,__________,Govisumber,11,_______,Male,376,142
2015,342,__________,Govisumber,12,_______,Female,293,142
2015,343,_______,Selenge,1,____,Total,4252,143
2015,343,_______,Selenge,11,_______,Male,2387,143
2015,343,_______,Selenge,12,_______,Female,1865,143
2015,344,_________,Dornogovi,1,____,Total,2548,144
2015,344,_________,Dornogovi,11,_______,Male,1521,144
2015,344,_________,Dornogovi,12,_______,Female,1027,144
2015,345,______-___,Darkhan-Uul,1,____,Total,4017,145
2015,345,______-___,Darkhan-Uul,11,_______,Male,2289,145
2015,345,______-___,Darkhan-Uul,12,_______,Female,1728,145
2015,346,________,Umnugovi,1,____,Total,1604,146
2015,346,________,Umnugovi,11,_______,Male,892,146
2015,346,________,Umnugovi,12,_______,Female,712,146
2015,348,________,Dundgovi,1,____,Total,1837,148
2015,348,________,Dundgovi,11,_______,Male,1043,148
2015,348,________,Dundgovi,12,_______,Female,794,148
2015,4,____ ___,Eastern region,1,____,Total,9668,1
2015,4,____ ___,Eastern region,11,_______,Male,5717,1
2015,4,____ ___,Eastern region,12,_______,Female,3951,1
2015,421,______,Dornod,1,____,Total,4258,121
2015,421,______,Dornod,11,_______,Male,2411,121
2015,421,______,Dornod,12,_______,Female,1847,121
2015,422,_________,Sukhbaatar,1,____,Total,2696,122
2015,422,_________,Sukhbaatar,11,_______,Male,1572,122
2015,422,_________,Sukhbaatar,12,_______,Female,1124,122
2015,423,______,Khentii,1,____,Total,2714,123
2015,423,______,Khentii,11,_______,Male,1734,123
2015,423,______,Khentii,12,_______,Female,980,123
2015,5,___________,Ulaanbaatar,1,____,Total,33943,1
2015,5,___________,Ulaanbaatar,11,_______,Male,18320,1
2015,5,___________,Ulaanbaatar,12,_______,Female,15623,1
2015,511,___________,Ulaanbaatar,1,____,Total,33943,111
2015,511,___________,Ulaanbaatar,11,_______,Male,18320,111
2015,511,___________,Ulaanbaatar,12,_______,Female,15623,111
2014,0,_____ ___,Total,1,____,Total,99573,1
2014,0,_____ ___,Total,11,_______,Male,54864,1
2014,0,_____ ___,Total,12,_______,Female,44709,1
2014,1,______ ___,Western region,1,____,Total,16867,1
2014,1,____,Total,1,______ ___,Western region,16867,1
2014,1,______ ___,Western region,11,_______,Male,9317,1
2014,1,______ ___,Western region,12,_______,Female,7550,1
2014,181,______,Zavkhan,1,____,Total,3921,181
2014,181,______,Zavkhan,11,_______,Male,2194,181
2014,181,______,Zavkhan,12,_______,Female,1727,181
2014,182,____-_____,Govi-Altai,1,____,Total,2039,182
2014,182,____-_____,Govi-Altai,11,_______,Male,1116,182
2014,182,____-_____,Govi-Altai,12,_______,Female,923,182
2014,183,____-_____,Bayan-Ulgii,1,____,Total,4461,183
2014,183,____-_____,Bayan-Ulgii,11,_______,Male,2343,183
2014,183,____-_____,Bayan-Ulgii,12,_______,Female,2118,183
2014,184,____,Khovd,1,____,Total,3025,184
2014,184,____,Khovd,11,_______,Male,1745,184
2014,184,____,Khovd,12,_______,Female,1280,184
2014,185,___,Uvs,1,____,Total,3421,185
2014,185,___,Uvs,11,_______,Male,1919,185
2014,185,___,Uvs,12,_______,Female,1502,185
2014,2,_______ ___,Khangai region,1,____,Total,21683,1
2014,2,_______ ___,Khangai region,11,_______,Male,11932,1
2014,2,_______ ___,Khangai region,12,_______,Female,9751,1
2014,261,_____,Orkhon,1,____,Total,3744,161
2014,261,_____,Orkhon,11,_______,Male,2201,161
2014,261,_____,Orkhon,12,_______,Female,1543,161
2014,262,__________,Uvurkhangai,1,____,Total,3743,162
2014,262,__________,Uvurkhangai,11,_______,Male,2007,162
2014,262,__________,Uvurkhangai,12,_______,Female,1736,162
2014,263,______,Bulgan,1,____,Total,1992,163
2014,263,______,Bulgan,11,_______,Male,1209,163
2014,263,______,Bulgan,12,_______,Female,783,163
2014,264,__________,Bayankhongor,1,____,Total,3293,164
2014,264,__________,Bayankhongor,11,_______,Male,1779,164
2014,264,__________,Bayankhongor,12,_______,Female,1514,164
2014,265,________,Arkhangai,1,____,Total,3454,165
2014,265,________,Arkhangai,11,_______,Male,1825,165
2014,265,________,Arkhangai,12,_______,Female,1629,165
2014,267,_______,Khuvsgul,1,____,Total,5457,167
2014,267,_______,Khuvsgul,11,_______,Male,2911,167
2014,267,_______,Khuvsgul,12,_______,Female,2546,167
2014,3,______ ___,Central region,1,____,Total,17109,1
2014,3,______ ___,Central region,11,_______,Male,9888,1
2014,3,______ ___,Central region,12,_______,Female,7221,1
2014,341,___,Tuv,1,____,Total,2545,141
2014,341,___,Tuv,11,_______,Male,1471,141
2014,341,___,Tuv,12,_______,Female,1074,141
2014,342,__________,Govisumber,1,____,Total,579,142
2014,342,__________,Govisumber,11,_______,Male,321,142
2014,342,__________,Govisumber,12,_______,Female,258,142
2014,343,_______,Selenge,1,____,Total,4627,143
2014,343,_______,Selenge,11,_______,Male,2570,143
2014,343,_______,Selenge,12,_______,Female,2057,143
2014,344,_________,Dornogovi,1,____,Total,2309,144
2014,344,_________,Dornogovi,11,_______,Male,1389,144
2014,344,_________,Dornogovi,12,_______,Female,920,144
2014,345,______-___,Darkhan-Uul,1,____,Total,3790,145
2014,345,______-___,Darkhan-Uul,11,_______,Male,2209,145
2014,345,______-___,Darkhan-Uul,12,_______,Female,1581,145
2014,346,________,Umnugovi,1,____,Total,1277,146
2014,346,________,Umnugovi,11,_______,Male,772,146
2014,346,________,Umnugovi,12,_______,Female,505,146
2014,348,________,Dundgovi,1,____,Total,1982,148
2014,348,________,Dundgovi,11,_______,Male,1156,148
2014,348,________,Dundgovi,12,_______,Female,826,148
2014,4,____ ___,Eastern region,1,____,Total,9569,1
2014,4,____ ___,Eastern region,11,_______,Male,5533,1
2014,4,____ ___,Eastern region,12,_______,Female,4036,1
2014,421,______,Dornod,1,____,Total,4025,121
2014,421,______,Dornod,11,_______,Male,2310,121
2014,421,______,Dornod,12,_______,Female,1715,121
2014,422,_________,Sukhbaatar,1,____,Total,2665,122
2014,422,_________,Sukhbaatar,11,_______,Male,1558,122
2014,422,_________,Sukhbaatar,12,_______,Female,1107,122
2014,423,______,Khentii,1,____,Total,2879,123
2014,423,______,Khentii,11,_______,Male,1665,123
2014,423,______,Khentii,12,_______,Female,1214,123
2014,5,___________,Ulaanbaatar,1,____,Total,34345,1
2014,5,___________,Ulaanbaatar,11,_______,Male,18194,1
2014,5,___________,Ulaanbaatar,12,_______,Female,16151,1
2014,511,___________,Ulaanbaatar,1,____,Total,34345,111
2014,511,___________,Ulaanbaatar,11,_______,Male,18194,111
2014,511,___________,Ulaanbaatar,12,_______,Female,16151,111
2013,0,_____ ___,Total,1,____,Total,96325,1
2013,0,_____ ___,Total,11,_______,Male,52765,1
2013,0,_____ ___,Total,12,_______,Female,43560,1
2013,1,____,Total,1,______ ___,Western region,16053,1
2013,1,______ ___,Western region,1,____,Total,16053,1
2013,1,______ ___,Western region,11,_______,Male,8693,1
2013,1,______ ___,Western region,12,_______,Female,7360,1
2013,181,______,Zavkhan,1,____,Total,3612,181
2013,181,______,Zavkhan,11,_______,Male,1940,181
2013,181,______,Zavkhan,12,_______,Female,1672,181
2013,182,____-_____,Govi-Altai,1,____,Total,2035,182
2013,182,____-_____,Govi-Altai,11,_______,Male,1079,182
2013,182,____-_____,Govi-Altai,12,_______,Female,956,182
2013,183,____-_____,Bayan-Ulgii,1,____,Total,4399,183
2013,183,____-_____,Bayan-Ulgii,11,_______,Male,2150,183
2013,183,____-_____,Bayan-Ulgii,12,_______,Female,2249,183
2013,184,____,Khovd,1,____,Total,2779,184
2013,184,____,Khovd,11,_______,Male,1652,184
2013,184,____,Khovd,12,_______,Female,1127,184
2013,185,___,Uvs,1,____,Total,3228,185
2013,185,___,Uvs,11,_______,Male,1872,185
2013,185,___,Uvs,12,_______,Female,1356,185
2013,2,_______ ___,Khangai region,1,____,Total,22037,1
2013,2,_______ ___,Khangai region,11,_______,Male,11902,1
2013,2,_______ ___,Khangai region,12,_______,Female,10135,1
2013,261,_____,Orkhon,1,____,Total,3458,161
2013,261,_____,Orkhon,11,_______,Male,2007,161
