CODE,Аймаг,Aimag,Сум,Soum,ургац,Crop,Year1
18425,Ховд,Khovd,Манхан,Mankhan,"Бэлтгэсэн өвс, хадлан",Hay harvest,2067.3
18425,Ховд,Khovd,Манхан,Mankhan,Гар тэжээл,Handmade fodder,101.5
18425,Ховд,Khovd,Манхан,Mankhan,Хужир шүү,Mineral fodder,1208.6
18428,Ховд,Khovd,Мөнххайрхан,Munkhkhairkhan,"Бэлтгэсэн өвс, хадлан",Hay harvest,147.9
18428,Ховд,Khovd,Мөнххайрхан,Munkhkhairkhan,Гар тэжээл,Handmade fodder,11.1
18428,Ховд,Khovd,Мөнххайрхан,Munkhkhairkhan,Хужир шүү,Mineral fodder,47.2
18431,Ховд,Khovd,Мөст,Must,"Бэлтгэсэн өвс, хадлан",Hay harvest,168.6
18431,Ховд,Khovd,Мөст,Must,Гар тэжээл,Handmade fodder,6
18431,Ховд,Khovd,Мөст,Must,Хужир шүү,Mineral fodder,207.3
18434,Ховд,Khovd,Мянгад,Myangad,"Бэлтгэсэн өвс, хадлан",Hay harvest,7389
18434,Ховд,Khovd,Мянгад,Myangad,Гар тэжээл,Handmade fodder,361
18434,Ховд,Khovd,Мянгад,Myangad,Хужир шүү,Mineral fodder,1198
18437,Ховд,Khovd,Үенч,Uyench,"Бэлтгэсэн өвс, хадлан",Hay harvest,3778.5
18437,Ховд,Khovd,Үенч,Uyench,Гар тэжээл,Handmade fodder,154.7
18437,Ховд,Khovd,Үенч,Uyench,Хужир шүү,Mineral fodder,364.3
18440,Ховд,Khovd,Ховд,Khovd,Тэжээлийн ургамал,Fodder crops,1629
18440,Ховд,Khovd,Ховд,Khovd,"Бэлтгэсэн өвс, хадлан",Hay harvest,4353
18440,Ховд,Khovd,Ховд,Khovd,Гар тэжээл,Handmade fodder,252.8
18440,Ховд,Khovd,Ховд,Khovd,Хужир шүү,Mineral fodder,1417.1
18443,Ховд,Khovd,Цэцэг,Tsetseg,"Бэлтгэсэн өвс, хадлан",Hay harvest,520.5
18443,Ховд,Khovd,Цэцэг,Tsetseg,Гар тэжээл,Handmade fodder,40
18443,Ховд,Khovd,Цэцэг,Tsetseg,Хужир шүү,Mineral fodder,441
18446,Ховд,Khovd,Чандмань,Chandmani,Тэжээлийн ургамал,Fodder crops,10
18446,Ховд,Khovd,Чандмань,Chandmani,"Бэлтгэсэн өвс, хадлан",Hay harvest,1227.5
18446,Ховд,Khovd,Чандмань,Chandmani,Гар тэжээл,Handmade fodder,101.5
18446,Ховд,Khovd,Чандмань,Chandmani,Хужир шүү,Mineral fodder,373.1
18449,Ховд,Khovd,Эрдэнэбүрэн,Erdeneburen,Тэжээлийн ургамал,Fodder crops,31.2
18449,Ховд,Khovd,Эрдэнэбүрэн,Erdeneburen,"Бэлтгэсэн өвс, хадлан",Hay harvest,2882
18449,Ховд,Khovd,Эрдэнэбүрэн,Erdeneburen,Гар тэжээл,Handmade fodder,100.4
18449,Ховд,Khovd,Эрдэнэбүрэн,Erdeneburen,Хужир шүү,Mineral fodder,246
18501,Увс,Uvs,Улаангом,Ulaangom,"Бэлтгэсэн өвс, хадлан",Hay harvest,5619.2
18501,Увс,Uvs,Улаангом,Ulaangom,Гар тэжээл,Handmade fodder,17
18501,Увс,Uvs,Улаангом,Ulaangom,Хужир шүү,Mineral fodder,135.35
18504,Увс,Uvs,Баруунтуруун,Baruunturuun,"Бэлтгэсэн өвс, хадлан",Hay harvest,7261.7
18504,Увс,Uvs,Баруунтуруун,Baruunturuun,Гар тэжээл,Handmade fodder,134.1
18504,Увс,Uvs,Баруунтуруун,Baruunturuun,Хужир шүү,Mineral fodder,245.6
18507,Увс,Uvs,Бөхмөрөн,Bukhmurun,Тэжээлийн ургамал,Fodder crops,6
18507,Увс,Uvs,Бөхмөрөн,Bukhmurun,"Бэлтгэсэн өвс, хадлан",Hay harvest,3534.3
18507,Увс,Uvs,Бөхмөрөн,Bukhmurun,Гар тэжээл,Handmade fodder,102.93
18507,Увс,Uvs,Бөхмөрөн,Bukhmurun,Хужир шүү,Mineral fodder,163.13
18513,Увс,Uvs,Завхан,Zavkhan,"Бэлтгэсэн өвс, хадлан",Hay harvest,756.35
18513,Увс,Uvs,Завхан,Zavkhan,Гар тэжээл,Handmade fodder,109.67
18513,Увс,Uvs,Завхан,Zavkhan,Хужир шүү,Mineral fodder,14.4
18516,Увс,Uvs,Зүүнговь,Zuungovi,"Бэлтгэсэн өвс, хадлан",Hay harvest,2534.5
18516,Увс,Uvs,Зүүнговь,Zuungovi,Гар тэжээл,Handmade fodder,95.1
18516,Увс,Uvs,Зүүнговь,Zuungovi,Хужир шүү,Mineral fodder,471.95
18519,Увс,Uvs,Зүүнхангай,Zuunkhangai,"Бэлтгэсэн өвс, хадлан",Hay harvest,2324
18519,Увс,Uvs,Зүүнхангай,Zuunkhangai,Гар тэжээл,Handmade fodder,102
18519,Увс,Uvs,Зүүнхангай,Zuunkhangai,Хужир шүү,Mineral fodder,373
18522,Увс,Uvs,Малчин,Malchin,"Бэлтгэсэн өвс, хадлан",Hay harvest,1005.5
18522,Увс,Uvs,Малчин,Malchin,Гар тэжээл,Handmade fodder,150.6
18522,Увс,Uvs,Малчин,Malchin,Хужир шүү,Mineral fodder,399.8
18525,Увс,Uvs,Наранбулаг,Naranbulag,Тэжээлийн ургамал,Fodder crops,515
18525,Увс,Uvs,Наранбулаг,Naranbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,2828.5
18525,Увс,Uvs,Наранбулаг,Naranbulag,Гар тэжээл,Handmade fodder,194.18
18525,Увс,Uvs,Наранбулаг,Naranbulag,Хужир шүү,Mineral fodder,1103.3
18528,Увс,Uvs,Өлгий,Ulgii,Тэжээлийн ургамал,Fodder crops,0
18528,Увс,Uvs,Өлгий,Ulgii,"Бэлтгэсэн өвс, хадлан",Hay harvest,771.9
18528,Увс,Uvs,Өлгий,Ulgii,Гар тэжээл,Handmade fodder,129.66
18528,Увс,Uvs,Өлгий,Ulgii,Хужир шүү,Mineral fodder,323.15
18531,Увс,Uvs,Өмнөговь,Umnugovi,Тэжээлийн ургамал,Fodder crops,24
18531,Увс,Uvs,Өмнөговь,Umnugovi,"Бэлтгэсэн өвс, хадлан",Hay harvest,2796.4
18531,Увс,Uvs,Өмнөговь,Umnugovi,Гар тэжээл,Handmade fodder,47.5
18531,Увс,Uvs,Өмнөговь,Umnugovi,Хужир шүү,Mineral fodder,187.3
18534,Увс,Uvs,Өндөрхангай,Undurkhangai,"Бэлтгэсэн өвс, хадлан",Hay harvest,1397.75
18534,Увс,Uvs,Өндөрхангай,Undurkhangai,Гар тэжээл,Handmade fodder,78.1
18534,Увс,Uvs,Өндөрхангай,Undurkhangai,Хужир шүү,Mineral fodder,64
18537,Увс,Uvs,Сагил,Sagil,Тэжээлийн ургамал,Fodder crops,105
18537,Увс,Uvs,Сагил,Sagil,"Бэлтгэсэн өвс, хадлан",Hay harvest,2314
18537,Увс,Uvs,Сагил,Sagil,Хужир шүү,Mineral fodder,153.2
18540,Увс,Uvs,Тариалан,Tarialan,Тэжээлийн ургамал,Fodder crops,5010
18540,Увс,Uvs,Тариалан,Tarialan,"Бэлтгэсэн өвс, хадлан",Hay harvest,5332.5
18540,Увс,Uvs,Тариалан,Tarialan,Гар тэжээл,Handmade fodder,17.6
18540,Увс,Uvs,Тариалан,Tarialan,Хужир шүү,Mineral fodder,226.46
18543,Увс,Uvs,Түргэн,Turgen,Тэжээлийн ургамал,Fodder crops,1500
18543,Увс,Uvs,Түргэн,Turgen,"Бэлтгэсэн өвс, хадлан",Hay harvest,255.5
18543,Увс,Uvs,Түргэн,Turgen,Гар тэжээл,Handmade fodder,5
18543,Увс,Uvs,Түргэн,Turgen,Хужир шүү,Mineral fodder,71.3
18546,Увс,Uvs,Тэс,Tes,"Бэлтгэсэн өвс, хадлан",Hay harvest,19025
18546,Увс,Uvs,Тэс,Tes,Гар тэжээл,Handmade fodder,161.4
18546,Увс,Uvs,Тэс,Tes,Хужир шүү,Mineral fodder,891.9
18549,Увс,Uvs,Ховд,Khovd,"Бэлтгэсэн өвс, хадлан",Hay harvest,1943.5
18549,Увс,Uvs,Ховд,Khovd,Гар тэжээл,Handmade fodder,69.6
18549,Увс,Uvs,Ховд,Khovd,Хужир шүү,Mineral fodder,129
18552,Увс,Uvs,Хяргас,Khyargas,Тэжээлийн ургамал,Fodder crops,44
18552,Увс,Uvs,Хяргас,Khyargas,"Бэлтгэсэн өвс, хадлан",Hay harvest,2383.2
18552,Увс,Uvs,Хяргас,Khyargas,Гар тэжээл,Handmade fodder,415.4
18552,Увс,Uvs,Хяргас,Khyargas,Хужир шүү,Mineral fodder,516.8
18555,Увс,Uvs,Цагаанхайрхан,Tsagaankhairkhan,"Бэлтгэсэн өвс, хадлан",Hay harvest,614
18555,Увс,Uvs,Цагаанхайрхан,Tsagaankhairkhan,Гар тэжээл,Handmade fodder,91.1
18555,Увс,Uvs,Цагаанхайрхан,Tsagaankhairkhan,Хужир шүү,Mineral fodder,92.04
26101,Орхон,Orkhon,Баян-Өндөр,Bayan-Undur,"Бэлтгэсэн өвс, хадлан",Hay harvest,3565.9
26101,Орхон,Orkhon,Баян-Өндөр,Bayan-Undur,Гар тэжээл,Handmade fodder,104.13
26101,Орхон,Orkhon,Баян-Өндөр,Bayan-Undur,Хужир шүү,Mineral fodder,386.5
26104,Орхон,Orkhon,Жаргалант,Jargalant,Тэжээлийн ургамал,Fodder crops,511.6
26104,Орхон,Orkhon,Жаргалант,Jargalant,"Бэлтгэсэн өвс, хадлан",Hay harvest,5652.5
26104,Орхон,Orkhon,Жаргалант,Jargalant,Гар тэжээл,Handmade fodder,26.7
26104,Орхон,Orkhon,Жаргалант,Jargalant,Хужир шүү,Mineral fodder,60.15
26201,Өвөрхангай,Uvurkhangai,Арвайхээр,Arvaikheer,Тэжээлийн ургамал,Fodder crops,210.5
26201,Өвөрхангай,Uvurkhangai,Арвайхээр,Arvaikheer,"Бэлтгэсэн өвс, хадлан",Hay harvest,2263.1
26201,Өвөрхангай,Uvurkhangai,Арвайхээр,Arvaikheer,Гар тэжээл,Handmade fodder,1024.47
26201,Өвөрхангай,Uvurkhangai,Арвайхээр,Arvaikheer,Хужир шүү,Mineral fodder,529.92
26204,Өвөрхангай,Uvurkhangai,Баруунбаян-Улаан,Baruunbayan-Ulaan,Тэжээлийн ургамал,Fodder crops,18
26204,Өвөрхангай,Uvurkhangai,Баруунбаян-Улаан,Baruunbayan-Ulaan,"Бэлтгэсэн өвс, хадлан",Hay harvest,1409.8
26204,Өвөрхангай,Uvurkhangai,Баруунбаян-Улаан,Baruunbayan-Ulaan,Гар тэжээл,Handmade fodder,240
26204,Өвөрхангай,Uvurkhangai,Баруунбаян-Улаан,Baruunbayan-Ulaan,Хужир шүү,Mineral fodder,408.6
26207,Өвөрхангай,Uvurkhangai,Бат-Өлзий,Bat-Ulzii,Тэжээлийн ургамал,Fodder crops,6
26207,Өвөрхангай,Uvurkhangai,Бат-Өлзий,Bat-Ulzii,"Бэлтгэсэн өвс, хадлан",Hay harvest,4235.5
26207,Өвөрхангай,Uvurkhangai,Бат-Өлзий,Bat-Ulzii,Гар тэжээл,Handmade fodder,1200.3
26207,Өвөрхангай,Uvurkhangai,Бат-Өлзий,Bat-Ulzii,Хужир шүү,Mineral fodder,756.3
26210,Өвөрхангай,Uvurkhangai,Баянгол,Bayangol,"Бэлтгэсэн өвс, хадлан",Hay harvest,2900
26210,Өвөрхангай,Uvurkhangai,Баянгол,Bayangol,Гар тэжээл,Handmade fodder,1400
26210,Өвөрхангай,Uvurkhangai,Баянгол,Bayangol,Хужир шүү,Mineral fodder,450
26213,Өвөрхангай,Uvurkhangai,Баян-Өндөр,Bayan-Undur,Тэжээлийн ургамал,Fodder crops,6
26213,Өвөрхангай,Uvurkhangai,Баян-Өндөр,Bayan-Undur,"Бэлтгэсэн өвс, хадлан",Hay harvest,3319.7
26213,Өвөрхангай,Uvurkhangai,Баян-Өндөр,Bayan-Undur,Гар тэжээл,Handmade fodder,881
26213,Өвөрхангай,Uvurkhangai,Баян-Өндөр,Bayan-Undur,Хужир шүү,Mineral fodder,922.91
26216,Өвөрхангай,Uvurkhangai,Богд,Bogd,"Бэлтгэсэн өвс, хадлан",Hay harvest,2516.55
26216,Өвөрхангай,Uvurkhangai,Богд,Bogd,Гар тэжээл,Handmade fodder,1050
26216,Өвөрхангай,Uvurkhangai,Богд,Bogd,Хужир шүү,Mineral fodder,580
26219,Өвөрхангай,Uvurkhangai,Бүрд,Burd,Тэжээлийн ургамал,Fodder crops,60
26219,Өвөрхангай,Uvurkhangai,Бүрд,Burd,"Бэлтгэсэн өвс, хадлан",Hay harvest,4845.7
26219,Өвөрхангай,Uvurkhangai,Бүрд,Burd,Гар тэжээл,Handmade fodder,468.4
26219,Өвөрхангай,Uvurkhangai,Бүрд,Burd,Хужир шүү,Mineral fodder,362.6
26222,Өвөрхангай,Uvurkhangai,Гучин-Ус,Guchin-Us,Тэжээлийн ургамал,Fodder crops,3
26222,Өвөрхангай,Uvurkhangai,Гучин-Ус,Guchin-Us,"Бэлтгэсэн өвс, хадлан",Hay harvest,1521
26222,Өвөрхангай,Uvurkhangai,Гучин-Ус,Guchin-Us,Гар тэжээл,Handmade fodder,420
26222,Өвөрхангай,Uvurkhangai,Гучин-Ус,Guchin-Us,Хужир шүү,Mineral fodder,256.8
26225,Өвөрхангай,Uvurkhangai,Есөн зүйл,Yesun zuil,Тэжээлийн ургамал,Fodder crops,600
26225,Өвөрхангай,Uvurkhangai,Есөн зүйл,Yesun zuil,"Бэлтгэсэн өвс, хадлан",Hay harvest,5834
26225,Өвөрхангай,Uvurkhangai,Есөн зүйл,Yesun zuil,Гар тэжээл,Handmade fodder,800
26225,Өвөрхангай,Uvurkhangai,Есөн зүйл,Yesun zuil,Хужир шүү,Mineral fodder,433
26228,Өвөрхангай,Uvurkhangai,Зүүнбаян-Улаан,Zuunbayan-Ulaan,Тэжээлийн ургамал,Fodder crops,175
26228,Өвөрхангай,Uvurkhangai,Зүүнбаян-Улаан,Zuunbayan-Ulaan,"Бэлтгэсэн өвс, хадлан",Hay harvest,3600.5
26228,Өвөрхангай,Uvurkhangai,Зүүнбаян-Улаан,Zuunbayan-Ulaan,Гар тэжээл,Handmade fodder,1700
26228,Өвөрхангай,Uvurkhangai,Зүүнбаян-Улаан,Zuunbayan-Ulaan,Хужир шүү,Mineral fodder,550
26231,Өвөрхангай,Uvurkhangai,Нарийнтээл,Nariinteel,Тэжээлийн ургамал,Fodder crops,15
26231,Өвөрхангай,Uvurkhangai,Нарийнтээл,Nariinteel,"Бэлтгэсэн өвс, хадлан",Hay harvest,330.25
26231,Өвөрхангай,Uvurkhangai,Нарийнтээл,Nariinteel,Гар тэжээл,Handmade fodder,42.1
26231,Өвөрхангай,Uvurkhangai,Нарийнтээл,Nariinteel,Хужир шүү,Mineral fodder,625.2
26234,Өвөрхангай,Uvurkhangai,Өлзийт,Ulziit,Тэжээлийн ургамал,Fodder crops,170
26234,Өвөрхангай,Uvurkhangai,Өлзийт,Ulziit,"Бэлтгэсэн өвс, хадлан",Hay harvest,2460.4
26234,Өвөрхангай,Uvurkhangai,Өлзийт,Ulziit,Гар тэжээл,Handmade fodder,849.5
26234,Өвөрхангай,Uvurkhangai,Өлзийт,Ulziit,Хужир шүү,Mineral fodder,525
26237,Өвөрхангай,Uvurkhangai,Сант,Sant,"Бэлтгэсэн өвс, хадлан",Hay harvest,2222
26237,Өвөрхангай,Uvurkhangai,Сант,Sant,Гар тэжээл,Handmade fodder,1040
26237,Өвөрхангай,Uvurkhangai,Сант,Sant,Хужир шүү,Mineral fodder,339
26240,Өвөрхангай,Uvurkhangai,Тарагт,Taragt,Тэжээлийн ургамал,Fodder crops,250
26240,Өвөрхангай,Uvurkhangai,Тарагт,Taragt,"Бэлтгэсэн өвс, хадлан",Hay harvest,1677.3
26240,Өвөрхангай,Uvurkhangai,Тарагт,Taragt,Гар тэжээл,Handmade fodder,612.65
26240,Өвөрхангай,Uvurkhangai,Тарагт,Taragt,Хужир шүү,Mineral fodder,287.3
26243,Өвөрхангай,Uvurkhangai,Төгрөг,Tugrug,Тэжээлийн ургамал,Fodder crops,47.8
26243,Өвөрхангай,Uvurkhangai,Төгрөг,Tugrug,"Бэлтгэсэн өвс, хадлан",Hay harvest,800
26243,Өвөрхангай,Uvurkhangai,Төгрөг,Tugrug,Гар тэжээл,Handmade fodder,201.7
26243,Өвөрхангай,Uvurkhangai,Төгрөг,Tugrug,Хужир шүү,Mineral fodder,254.3
26246,Өвөрхангай,Uvurkhangai,Уянга,Uyanga,"Бэлтгэсэн өвс, хадлан",Hay harvest,3209.1
26246,Өвөрхангай,Uvurkhangai,Уянга,Uyanga,Гар тэжээл,Handmade fodder,35.5
26246,Өвөрхангай,Uvurkhangai,Уянга,Uyanga,Хужир шүү,Mineral fodder,555.8
26249,Өвөрхангай,Uvurkhangai,Хайрхандулаан,Khairkhandulaan,Тэжээлийн ургамал,Fodder crops,55
26249,Өвөрхангай,Uvurkhangai,Хайрхандулаан,Khairkhandulaan,"Бэлтгэсэн өвс, хадлан",Hay harvest,2177
26249,Өвөрхангай,Uvurkhangai,Хайрхандулаан,Khairkhandulaan,Гар тэжээл,Handmade fodder,1056.96
26249,Өвөрхангай,Uvurkhangai,Хайрхандулаан,Khairkhandulaan,Хужир шүү,Mineral fodder,698.35
26252,Өвөрхангай,Uvurkhangai,Хархорин,Kharkhorin,Тэжээлийн ургамал,Fodder crops,600
26252,Өвөрхангай,Uvurkhangai,Хархорин,Kharkhorin,"Бэлтгэсэн өвс, хадлан",Hay harvest,4488.6
26252,Өвөрхангай,Uvurkhangai,Хархорин,Kharkhorin,Гар тэжээл,Handmade fodder,947.3
26252,Өвөрхангай,Uvurkhangai,Хархорин,Kharkhorin,Хужир шүү,Mineral fodder,583.7
26255,Өвөрхангай,Uvurkhangai,Хужирт,Khujirt,Тэжээлийн ургамал,Fodder crops,115
26255,Өвөрхангай,Uvurkhangai,Хужирт,Khujirt,"Бэлтгэсэн өвс, хадлан",Hay harvest,2998.8
26255,Өвөрхангай,Uvurkhangai,Хужирт,Khujirt,Гар тэжээл,Handmade fodder,494.8
26255,Өвөрхангай,Uvurkhangai,Хужирт,Khujirt,Хужир шүү,Mineral fodder,464.05
26301,Булган,Bulgan,Булган,Bulgan,"Бэлтгэсэн өвс, хадлан",Hay harvest,4323.2
26301,Булган,Bulgan,Булган,Bulgan,Гар тэжээл,Handmade fodder,149.95
26301,Булган,Bulgan,Булган,Bulgan,Хужир шүү,Mineral fodder,149.77
26304,Булган,Bulgan,Баян-Агт,Bayan-Agt,Тэжээлийн ургамал,Fodder crops,70
26304,Булган,Bulgan,Баян-Агт,Bayan-Agt,"Бэлтгэсэн өвс, хадлан",Hay harvest,4989.45
26304,Булган,Bulgan,Баян-Агт,Bayan-Agt,Гар тэжээл,Handmade fodder,231
26304,Булган,Bulgan,Баян-Агт,Bayan-Agt,Хужир шүү,Mineral fodder,417
26307,Булган,Bulgan,Баяннуур,Bayannuur,Тэжээлийн ургамал,Fodder crops,40
26307,Булган,Bulgan,Баяннуур,Bayannuur,"Бэлтгэсэн өвс, хадлан",Hay harvest,860.15
26307,Булган,Bulgan,Баяннуур,Bayannuur,Гар тэжээл,Handmade fodder,3
26307,Булган,Bulgan,Баяннуур,Bayannuur,Хужир шүү,Mineral fodder,130.5
26310,Булган,Bulgan,Бугат,Bugat,Тэжээлийн ургамал,Fodder crops,842.3
26310,Булган,Bulgan,Бугат,Bugat,"Бэлтгэсэн өвс, хадлан",Hay harvest,4883.7
26310,Булган,Bulgan,Бугат,Bugat,Гар тэжээл,Handmade fodder,17.04
26310,Булган,Bulgan,Бугат,Bugat,Хужир шүү,Mineral fodder,136.91
26313,Булган,Bulgan,Бүрэгхангай,Buregkhangai,"Бэлтгэсэн өвс, хадлан",Hay harvest,3735
26313,Булган,Bulgan,Бүрэгхангай,Buregkhangai,Гар тэжээл,Handmade fodder,82
26313,Булган,Bulgan,Бүрэгхангай,Buregkhangai,Хужир шүү,Mineral fodder,623
26316,Булган,Bulgan,Гурванбулаг,Gurvanbulag,"Бэлтгэсэн өвс, хадлан",Hay harvest,976.8
26316,Булган,Bulgan,Гурванбулаг,Gurvanbulag,Гар тэжээл,Handmade fodder,183
26316,Булган,Bulgan,Гурванбулаг,Gurvanbulag,Хужир шүү,Mineral fodder,727.5
26319,Булган,Bulgan,Дашинчилэн,Dashinchilen,Тэжээлийн ургамал,Fodder crops,12.53
26319,Булган,Bulgan,Дашинчилэн,Dashinchilen,"Бэлтгэсэн өвс, хадлан",Hay harvest,1815.05
26319,Булган,Bulgan,Дашинчилэн,Dashinchilen,Гар тэжээл,Handmade fodder,127.95
26319,Булган,Bulgan,Дашинчилэн,Dashinchilen,Хужир шүү,Mineral fodder,238.5
26322,Булган,Bulgan,Могод,Mogod,"Бэлтгэсэн өвс, хадлан",Hay harvest,1722
26322,Булган,Bulgan,Могод,Mogod,Гар тэжээл,Handmade fodder,679.7
26322,Булган,Bulgan,Могод,Mogod,Хужир шүү,Mineral fodder,699.4
26325,Булган,Bulgan,Орхон,Orkhon,Тэжээлийн ургамал,Fodder crops,5
26325,Булган,Bulgan,Орхон,Orkhon,"Бэлтгэсэн өвс, хадлан",Hay harvest,5361
26325,Булган,Bulgan,Орхон,Orkhon,Гар тэжээл,Handmade fodder,617.4
26325,Булган,Bulgan,Орхон,Orkhon,Хужир шүү,Mineral fodder,391
26328,Булган,Bulgan,Рашаант,Rashaant,Тэжээлийн ургамал,Fodder crops,977
26328,Булган,Bulgan,Рашаант,Rashaant,"Бэлтгэсэн өвс, хадлан",Hay harvest,1032.95
26328,Булган,Bulgan,Рашаант,Rashaant,Гар тэжээл,Handmade fodder,223.05
26328,Булган,Bulgan,Рашаант,Rashaant,Хужир шүү,Mineral fodder,54.91
26331,Булган,Bulgan,Сайхан,Saikhan,"Бэлтгэсэн өвс, хадлан",Hay harvest,2167
26331,Булган,Bulgan,Сайхан,Saikhan,Гар тэжээл,Handmade fodder,379
26331,Булган,Bulgan,Сайхан,Saikhan,Хужир шүү,Mineral fodder,671
26334,Булган,Bulgan,Сэлэнгэ,Selenge,Тэжээлийн ургамал,Fodder crops,3090
26334,Булган,Bulgan,Сэлэнгэ,Selenge,"Бэлтгэсэн өвс, хадлан",Hay harvest,10065
26334,Булган,Bulgan,Сэлэнгэ,Selenge,Гар тэжээл,Handmade fodder,77.95
26334,Булган,Bulgan,Сэлэнгэ,Selenge,Хужир шүү,Mineral fodder,51.19
26337,Булган,Bulgan,Тэшиг,Teshig,"Бэлтгэсэн өвс, хадлан",Hay harvest,19847.26
26337,Булган,Bulgan,Тэшиг,Teshig,Гар тэжээл,Handmade fodder,51.05
26337,Булган,Bulgan,Тэшиг,Teshig,Хужир шүү,Mineral fodder,327.3
26340,Булган,Bulgan,Хангал,Khangal,Тэжээлийн ургамал,Fodder crops,44
26340,Булган,Bulgan,Хангал,Khangal,"Бэлтгэсэн өвс, хадлан",Hay harvest,9860.5
26340,Булган,Bulgan,Хангал,Khangal,Гар тэжээл,Handmade fodder,124.48
26340,Булган,Bulgan,Хангал,Khangal,Хужир шүү,Mineral fodder,231.22
26343,Булган,Bulgan,Хишиг-Өндөр,Khishig-Undur,"Бэлтгэсэн өвс, хадлан",Hay harvest,2220
26343,Булган,Bulgan,Хишиг-Өндөр,Khishig-Undur,Гар тэжээл,Handmade fodder,492
26343,Булган,Bulgan,Хишиг-Өндөр,Khishig-Undur,Хужир шүү,Mineral fodder,500.5
26346,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,Тэжээлийн ургамал,Fodder crops,840
26346,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,"Бэлтгэсэн өвс, хадлан",Hay harvest,16332
26346,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,Гар тэжээл,Handmade fodder,205.7
26346,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,Хужир шүү,Mineral fodder,539.4
26401,Баянхонгор,Bayankhongor,Баянхонгор,Bayankhongor,Тэжээлийн ургамал,Fodder crops,8.8
26401,Баянхонгор,Bayankhongor,Баянхонгор,Bayankhongor,"Бэлтгэсэн өвс, хадлан",Hay harvest,137.2
26401,Баянхонгор,Bayankhongor,Баянхонгор,Bayankhongor,Гар тэжээл,Handmade fodder,65.25
